Legajo,investigacion,desde,hasta,dedicación
68116043,481749,1999-02-07,2024-02-18,9
66558325,376588,1981-10-25,2015-07-20,4
79831884,96929,1993-01-17,1995-08-23,40
23064847,677375,2019-04-10,2020-03-17,10
75228789,901448,1975-01-28,2007-02-03,35
46968690,999835,1989-10-29,2006-09-29,36
21897027,578728,2018-12-16,2021-11-18,11
40902705,498505,1996-11-23,2023-03-27,34
28582653,386811,1985-11-13,1987-11-22,40
8561794,948835,2014-02-05,2021-10-13,12
19011266,425218,1998-02-23,2020-12-23,31
79423178,670702,1990-08-09,2016-07-08,35
81637482,101962,1980-10-05,1987-05-25,27
27670867,541407,2006-03-26,2006-04-01,13
68233136,176001,1990-12-23,2024-03-05,13
66517076,373674,2009-12-20,2017-07-02,24
94795945,123229,2003-05-12,2009-04-17,13
58383338,999966,1988-03-23,2021-03-10,36
43449164,358546,1971-03-11,1981-11-17,24
71368165,129008,2009-08-25,2016-12-04,29
48583327,87881,2023-11-05,2024-04-18,29
83895842,259344,2009-03-17,2010-05-15,24
56849086,443322,2016-05-12,2018-01-02,35
84852309,306137,2006-06-26,2014-05-17,37
49217146,181153,1987-06-28,2005-09-19,23
27503132,742245,1971-08-24,1994-10-31,34
87127757,399803,1997-05-05,2014-11-07,31
27209762,616324,1985-01-28,2010-04-12,7
17242469,794573,1990-02-23,2003-06-27,21
90195879,688122,1976-01-05,2019-08-13,10
48132546,263893,1982-01-11,1982-03-13,40
23913481,131857,2019-10-09,2022-01-20,38
69605084,708449,2021-10-22,2022-05-29,4
61805358,234365,2007-11-22,2013-11-13,22
88226949,452522,2001-03-15,2019-02-28,37
24446385,75260,1996-11-23,2020-02-07,6
454843,683468,1971-12-29,1995-09-28,16
76152802,944693,2011-09-08,2021-08-16,6
12322451,669837,2023-03-05,2023-04-19,34
866,222705,1997-09-21,2006-09-21,39
66436545,828117,2001-04-07,2012-05-13,17
7788584,495174,2005-01-27,2017-06-03,4
28248059,940213,2021-04-10,2022-12-12,39
28548629,520145,2002-09-16,2011-01-25,31
53748674,796697,1970-06-09,1975-04-20,31
6587539,815137,2013-01-26,2018-06-11,40
6833268,904978,1987-04-05,2012-01-02,33
86710780,344063,1981-05-03,2015-04-02,11
59579846,512161,2001-01-06,2001-01-29,14
48107734,200105,2002-09-05,2015-12-28,40
84590785,411874,2016-04-12,2020-08-26,15
44804927,937709,2023-09-12,2023-10-14,26
41027282,55739,2023-02-03,2023-03-17,8
46677277,20027,2012-02-20,2014-12-12,22
90489995,588300,2001-11-15,2007-03-03,6
10682977,211274,2013-10-13,2017-08-27,8
99241713,586494,2021-10-11,2024-01-07,33
97800820,574494,1974-07-13,1978-09-16,25
9925981,819173,1985-07-23,1993-06-07,3
75425503,465161,2007-05-09,2017-04-29,3
34709249,595700,1990-11-23,2003-04-23,17
10323259,949060,1996-04-28,2011-11-24,28
22072807,844842,1994-09-30,2016-10-26,37
31217634,248740,2001-09-02,2008-07-09,4
25457903,454479,2009-11-02,2019-03-11,40
50805537,956883,1979-01-30,2019-06-29,38
86503032,347027,2009-05-26,2023-10-12,30
85737084,568252,1975-04-26,2010-06-08,10
90325677,719020,1997-02-22,2003-05-09,31
26303171,484421,1978-03-23,1984-12-06,6
44147502,790143,2001-10-08,2009-06-10,3
71482163,140323,1982-10-17,1997-08-29,38
74504902,189362,2019-07-05,2019-09-18,3
9145891,260103,1973-03-14,2001-06-26,26
65065682,846101,2002-07-05,2013-02-26,38
20857572,207090,1999-04-08,2020-08-19,14
18486785,254452,1986-10-18,2005-02-04,27
32242157,937348,1983-07-27,2018-12-31,15
70211258,286608,2006-06-30,2023-01-13,40
13237294,488609,2012-07-30,2013-03-06,11
60130223,763279,1992-01-19,2012-06-28,19
36961159,4038,1974-07-30,2016-12-21,16
98393971,108840,2018-05-10,2022-09-18,11
26524327,503273,1987-03-02,2015-06-25,37
57550221,513560,2022-03-27,2022-12-29,30
18493974,571368,1994-11-30,2020-10-22,37
64659018,697502,1983-01-03,2017-07-14,12
35279731,130508,2019-01-22,2020-12-07,17
76574689,880220,2013-10-24,2024-06-28,27
51087935,801695,1988-01-02,1992-09-17,38
60562656,120627,2021-09-03,2023-03-12,25
13663932,583854,2013-11-15,2022-11-30,1
27806778,675531,1980-02-02,2023-08-04,4
10118308,366849,2020-01-01,2022-01-02,19
84064956,297745,1982-03-15,1985-03-10,33
26686510,973744,2012-12-30,2023-04-22,10
41156497,717700,2022-06-13,2023-02-22,21
25014991,65311,1983-08-23,1991-07-19,8
70114277,722107,2012-07-13,2023-12-02,16
4377623,159056,1990-10-29,2012-12-20,26
58874123,832607,1992-06-11,1998-04-10,38
58802856,9574,1993-08-29,2004-11-23,9
62201192,294283,1977-01-01,1996-12-15,21
81846792,816928,1990-09-03,2022-12-23,25
89593553,916178,2006-01-25,2009-09-09,5
8796843,104436,1980-04-04,2016-05-26,14
73684539,356196,1995-10-26,2008-07-09,30
1556678,159085,2000-10-02,2003-06-05,3
45085207,413654,1984-03-03,2003-08-12,24
56242430,697718,1989-11-13,2012-06-01,26
51130913,571463,2021-04-14,2023-12-28,37
93106517,916612,2010-09-09,2011-09-08,24
86707021,470534,1995-12-14,2022-03-01,36
18306884,487742,2002-12-30,2006-04-17,13
34012557,929385,1991-07-03,2017-01-20,32
11032515,412013,2012-12-31,2014-08-04,27
10356687,9574,1979-02-19,1995-08-27,23
7875107,104451,1998-05-15,2014-08-04,16
58908404,10917,1981-12-12,1982-01-24,24
68670278,478242,1976-01-10,2013-06-01,10
14513064,324891,1984-12-06,2012-11-03,38
77029843,207761,1982-09-23,1993-05-19,28
41682895,284861,2002-12-02,2023-02-20,34
39438807,128785,1987-01-01,2020-03-29,25
73164319,289175,2006-04-10,2017-08-18,4
33452454,200814,1971-04-09,1985-11-16,19
96557868,440670,2004-10-17,2014-04-24,18
11540841,71189,1985-11-16,2015-04-28,9
92767451,113453,1977-08-25,2005-11-08,23
25261885,546754,1986-11-09,1993-07-05,17
81068116,986810,1997-11-02,1999-06-13,32
87594716,561267,2003-02-17,2005-10-19,3
12434319,966431,1981-02-21,2013-01-18,24
78329447,643133,1971-01-29,1990-06-28,31
1469048,555272,1977-09-01,1998-09-11,23
7454981,161250,2023-05-10,2023-10-14,30
74220284,877249,1982-06-07,2019-07-09,9
83893110,85491,2006-05-28,2018-05-19,32
92068619,426643,1981-01-21,1985-05-05,19
35133887,783425,2012-12-19,2024-04-13,14
15753363,132676,1997-12-04,2011-02-13,14
58185669,835759,2019-08-19,2020-01-22,11
26985432,522129,2003-12-07,2017-05-12,17
7875107,61870,2017-10-29,2020-07-23,28
57560426,420105,2022-04-12,2022-08-30,29
95164015,647709,2003-06-22,2003-11-04,23
5542297,933431,1987-11-07,2011-08-25,34
8252236,317633,1973-08-11,1982-06-11,25
65953174,76875,1985-09-26,2020-08-23,6
52140381,841267,2004-05-13,2011-09-08,40
9621482,785223,1997-03-26,2015-04-28,9
150529,572046,1985-11-29,1986-03-18,2
72973107,159969,1973-05-26,2000-03-22,30
81657640,156397,1998-07-04,2016-05-28,30
33443671,620938,1992-02-07,2013-05-23,28
51920476,549819,2018-09-26,2019-01-16,14
20859353,147808,2010-05-30,2013-12-23,5
22444807,18285,1989-07-15,1994-03-23,21
68873465,459193,1984-01-30,2000-10-14,13
87022652,915207,2015-10-13,2018-12-23,2
25700334,517089,2006-04-30,2016-08-02,29
33942222,853770,2016-02-10,2017-07-09,37
649200,530385,2014-04-08,2019-08-18,22
43405944,895760,2006-05-25,2013-04-27,12
31545669,792537,1995-02-14,2021-04-02,17
38126717,413312,1996-10-21,2023-07-25,25
17359526,582588,2021-06-10,2023-08-08,8
38581897,330569,1991-07-29,2021-10-07,35
90752101,151241,2002-08-17,2015-06-28,37
3783191,56221,1993-11-29,2020-01-15,23
19126551,673897,2002-11-30,2006-06-17,14
18392507,150599,1986-01-13,2004-05-18,17
47840660,399625,2018-09-16,2023-07-16,37
35904152,284094,1982-12-30,2018-01-02,25
47554083,524452,2015-04-06,2024-05-20,33
85284311,392642,1980-10-09,2024-04-29,33
13891790,34438,1986-12-18,1994-12-01,35
78856815,255638,1974-07-01,2004-09-24,40
55286228,981522,2023-05-04,2024-03-08,34
92649704,352024,2000-01-25,2010-09-10,32
77856081,131516,2005-12-23,2021-01-25,38
57521370,916024,2012-01-18,2020-10-26,29
9459209,606865,2007-03-05,2022-12-15,25
77517045,729785,2009-04-21,2014-12-08,15
69201985,362386,2000-06-08,2011-11-11,31
38996355,961987,1986-09-14,1992-08-07,25
41984918,904395,2014-11-23,2019-08-26,8
48057359,928598,1973-01-04,2023-09-17,40
97130301,783707,1992-03-01,2014-07-08,33
93970772,891588,2022-05-01,2024-04-14,11
24082705,692473,1988-07-15,2022-04-16,8
98377952,770121,2000-07-15,2001-11-16,18
36239653,171423,2004-03-12,2008-08-17,21
35463193,485505,1978-01-05,1980-11-09,27
88974162,162244,1978-08-17,1990-10-16,29
5206757,205063,2009-07-26,2021-02-08,8
7345130,84803,2007-08-24,2011-07-12,4
98549755,313604,2000-05-06,2018-10-17,12
30691229,89229,2022-06-22,2023-09-29,38
62482670,806432,1983-11-04,1991-11-24,13
77668463,940142,1987-09-18,1995-11-06,8
96916039,482227,2010-12-14,2016-07-09,32
67763955,745632,1988-10-23,1992-04-08,11
13567469,304452,2015-02-06,2019-03-18,21
48937451,5784,1982-04-27,1999-04-17,34
71572119,342052,2020-01-21,2020-12-06,26
91923355,118544,1978-06-16,2015-06-12,4
55826551,199149,2005-01-01,2012-12-26,23
96568136,727482,2014-11-23,2016-04-11,29
8104008,523407,2001-07-31,2016-10-06,38
7197747,363440,2005-06-18,2015-09-01,10
90867412,933235,1997-11-11,2007-01-25,36
56260959,414577,2012-07-14,2018-03-28,4
1380178,891366,1972-04-29,2022-01-21,31
95263695,457345,2021-02-16,2022-12-18,32
36151162,955337,2003-09-07,2010-02-01,28
15464156,272355,1984-10-25,1998-08-01,39
11466510,786730,1977-10-01,1986-06-07,20
85285739,156397,1983-07-31,2015-06-21,11
84156758,481018,1979-04-28,1990-10-05,31
53397752,797074,1988-02-20,2023-10-10,8
41993854,411871,1995-01-22,2019-02-23,5
47199789,979963,2016-07-24,2016-10-15,9
76364773,596509,1997-06-11,2024-01-26,28
55556657,35517,1982-03-10,2001-09-30,40
38769373,724054,1976-12-15,2007-06-19,9
1483471,231864,1983-01-14,2007-01-14,12
28250399,125885,1985-03-01,1988-01-21,26
52242383,658789,1971-12-15,2004-11-18,5
43300976,997318,2007-02-04,2009-04-18,24
91226319,505772,1976-12-30,1998-08-13,17
84532229,92629,1996-04-17,2021-08-22,5
4087925,66896,2019-06-25,2023-02-04,12
53218614,455296,2021-05-28,2021-11-20,35
43723446,878677,1975-12-04,2010-04-20,32
46176310,181972,1996-01-23,1996-09-24,9
36831953,641799,1974-02-15,2007-04-12,15
87371929,995961,2022-03-21,2023-08-22,31
58705606,710243,1991-04-26,2018-02-20,35
34949712,755047,2007-02-07,2015-01-11,19
60568782,59831,1978-06-27,2019-04-04,26
22709422,534319,1975-04-11,2021-10-18,27
88772000,434237,1987-07-02,1997-02-25,27
42826262,752106,1979-10-19,2021-12-07,21
52135512,87969,1997-01-25,2012-11-19,16
86679541,755820,1977-08-14,2019-02-16,8
68103791,235717,2014-07-01,2022-01-13,17
12222431,652760,2018-10-29,2020-04-28,2
14829852,114391,2020-08-15,2023-05-03,14
14704514,275182,1977-08-13,2002-08-20,32
50018508,231140,2018-10-28,2024-02-14,37
28344588,660549,2012-10-22,2020-01-27,31
32372585,777332,1992-07-25,1993-03-11,19
56986845,621757,2023-05-26,2023-06-12,31
18904905,362015,2009-11-11,2012-07-30,25
9799316,638112,1986-04-29,1997-10-06,33
33351196,87881,2012-07-08,2022-10-02,30
9692011,714157,2013-01-19,2018-08-31,23
60147786,171499,2019-10-10,2021-09-28,3
15993281,941142,2018-12-10,2024-01-09,19
139509,480650,2012-10-20,2019-03-06,27
82907529,34542,1988-06-15,2009-10-24,28
69111191,139425,2007-11-13,2009-02-10,30
53373548,668035,1980-12-08,2017-06-04,10
12063345,220000,1990-08-21,2022-11-15,12
10453664,534357,1999-05-11,2023-06-16,12
15222094,740489,2023-09-14,2024-02-27,24
327430,923938,1976-03-20,1988-05-26,38
14311112,329823,1987-12-26,2022-12-15,2
69827021,136844,2002-10-15,2021-02-16,25
53939553,112910,1972-11-23,1990-06-27,4
6271407,856352,1972-10-22,1976-12-23,3
2241266,363364,2015-12-24,2016-02-27,35
87653019,364042,1972-01-21,1986-10-23,11
86839566,88946,2004-12-19,2018-05-26,25
51563655,735993,2014-02-25,2021-08-10,20
78099355,570447,1978-10-01,2012-07-30,37
63234523,212456,1984-08-05,2005-10-05,34
80409596,10946,1997-07-16,2002-12-13,2
80095560,299224,2007-01-16,2023-03-08,4
90990710,277091,2008-01-04,2009-12-20,25
59132950,29345,2003-10-28,2009-09-23,37
55543088,201629,2007-02-15,2012-04-05,3
75734739,675466,2000-09-15,2022-11-07,35
91527138,831405,1996-08-25,2005-10-30,18
50762266,119929,2000-03-31,2023-05-17,16
97053469,37658,1996-09-03,2011-04-03,30
75882478,94229,2022-02-16,2022-06-05,13
44725178,902778,1970-07-21,2010-09-06,24
17724251,944437,2021-03-03,2022-08-10,20
45180832,216569,1997-01-03,2013-03-01,20
42606635,128202,2019-01-08,2023-11-14,36
86439824,432523,1990-07-14,2015-08-29,2
78331616,351804,2004-08-23,2005-07-15,32
92142009,533632,1977-04-07,1983-11-08,35
33137742,576609,2024-04-23,2024-05-11,34
43205273,419190,2010-02-23,2023-06-15,24
84294908,650012,1987-10-29,2021-12-08,32
78880233,944735,2006-11-07,2019-08-13,37
84024253,348747,2021-10-02,2023-09-30,7
72956979,355546,1977-04-22,2005-05-14,15
61435845,531221,1973-01-08,2013-06-14,31
90644898,654452,2004-03-25,2015-07-23,28
55927558,532398,1980-11-05,1988-10-06,36
80651793,57287,2008-06-03,2016-09-14,27
37378937,853375,1985-10-09,2022-05-25,9
28070354,962062,2005-02-28,2012-09-18,3
41367804,916024,1993-02-09,2011-07-20,20
89952375,758025,2010-06-13,2013-11-03,5
62380220,279610,1999-02-18,1999-03-26,12
9913680,904531,1974-11-12,2019-11-19,1
23988003,46833,2012-07-27,2019-07-24,24
87587665,389742,2014-02-09,2017-03-22,6
20017245,593138,2003-10-21,2018-01-05,37
57313679,132302,2010-12-06,2019-05-24,10
33425517,729153,1977-02-03,2014-01-25,29
3467735,367813,2003-02-27,2023-08-28,18
56280102,211090,2014-05-26,2017-08-17,11
49980055,914269,2008-09-24,2013-01-04,38
7011565,66896,1973-04-04,2023-11-13,26
50964303,927562,1988-12-27,2024-07-02,26
60427797,696111,2006-12-16,2015-06-25,36
20330499,603203,2010-05-30,2014-06-16,35
11436319,446172,1997-02-08,2014-04-12,15
52141933,136355,1992-01-19,2022-02-04,27
51889642,899757,1981-03-27,2016-03-30,18
29626085,278334,2008-09-20,2018-12-02,2
22138890,508147,2016-04-26,2021-02-20,28
34620662,633915,2017-02-02,2023-07-31,36
10605724,413243,1998-01-22,2008-06-18,28
86420937,395570,2001-12-17,2011-03-04,17
78150766,347811,1975-01-16,1999-01-06,25
25843769,981721,1998-04-10,2018-07-27,38
476088,785267,2019-04-26,2023-08-03,33
53099754,788324,1981-07-12,1989-07-16,4
18664164,921823,2003-10-09,2020-01-24,23
19479467,826614,1993-06-01,1994-06-01,17
46235368,4146,1990-06-07,1991-01-09,19
77442929,924110,2014-09-08,2023-08-09,26
77906654,330107,1970-04-13,1986-03-31,36
41499400,253671,2009-10-23,2024-06-02,31
21252214,757749,2013-09-10,2023-06-10,5
27386419,544318,2007-06-03,2012-09-04,25
72307010,662458,1991-04-02,2007-04-02,14
71335534,601361,2019-03-25,2019-07-16,33
16087315,743804,1992-06-29,2013-04-06,15
87389931,589650,1999-08-11,2010-04-11,24
50710456,989441,2011-06-19,2022-02-04,28
8513129,872057,1996-01-27,2006-04-14,20
90635661,225372,2012-06-16,2018-08-23,15
7539325,962498,2016-05-07,2023-01-06,4
25836603,124313,1971-09-10,2003-10-04,18
60598819,134479,1991-02-03,2007-03-04,26
3339862,764893,2016-10-05,2021-03-07,27
24682404,473434,1988-01-19,1989-11-09,3
79672959,525732,1976-10-04,1982-03-03,9
77616512,940582,2018-10-29,2019-06-06,37
4720620,510738,1987-01-03,1989-04-03,26
11331205,716371,2014-05-29,2021-12-01,21
41467006,174668,1972-05-31,2012-04-06,23
29929762,663052,1978-09-28,1990-12-28,7
792231,925628,1991-06-01,2021-03-08,11
43420178,24573,2015-09-07,2022-08-21,37
47676127,553704,2020-10-26,2020-12-19,25
25539164,632358,2022-05-19,2024-01-09,39
38201597,259344,2003-01-13,2009-05-16,24
23477894,398386,1996-09-08,1997-09-12,23
92760523,630841,2019-05-24,2021-10-28,2
65495803,322683,2017-10-25,2019-09-02,8
25038241,647581,1979-04-03,2023-08-01,11
49243511,930602,2020-12-09,2021-03-24,22
79061506,182249,1975-07-08,2012-05-21,20
81307153,527666,1997-12-22,2018-01-15,6
32942040,259924,1997-02-19,2011-03-25,8
9468267,436927,2004-03-19,2015-01-22,39
80381931,686457,2011-04-14,2018-11-11,32
25900935,660444,1970-03-10,2010-03-15,23
38450747,219724,2005-05-29,2015-08-05,18
28992671,280805,1991-09-12,2001-02-11,17
6308561,684253,1984-02-26,2003-10-01,28
92110936,57800,2010-06-23,2017-04-13,18
77898069,253770,2008-05-16,2014-03-23,10
50106602,880269,1993-02-22,2005-07-03,5
3872868,413243,1994-08-06,1997-07-14,8
96807528,940142,1973-12-31,1979-12-22,32
90831071,541162,1995-11-22,2014-07-05,39
79644721,119929,2016-03-30,2018-06-26,12
74963306,53957,1996-11-28,2012-09-03,24
2802049,193949,2011-12-19,2020-05-30,3
50011313,922142,2011-10-27,2014-05-14,13
59744139,68194,2012-01-02,2020-12-08,6
99443610,970014,2013-10-04,2024-02-05,1
74499863,529547,2006-08-17,2007-01-14,4
89916322,130930,2011-09-23,2014-02-04,37
9681308,350779,2007-08-17,2021-10-05,10
73648926,307990,1978-06-28,1986-11-10,39
42716291,466351,1979-04-24,2002-04-18,7
78042263,631708,1994-08-23,2015-04-02,39
36749388,986972,1996-07-22,2002-10-08,23
68486377,390644,1974-11-15,2019-07-21,28
20017086,91004,1972-05-07,1982-05-26,27
54679838,253652,2007-10-18,2012-05-21,16
71666291,3314,1995-11-16,2010-04-07,28
95123591,293724,1978-11-30,2009-03-01,21
46475530,56221,2002-10-16,2004-09-29,27
66337108,710109,2011-02-06,2018-01-27,39
45431946,753894,1993-03-20,2021-06-22,14
38988795,252499,2022-10-08,2023-08-27,15
35941217,57580,1983-04-08,2012-11-18,20
79421202,578187,1992-12-29,2001-08-14,27
4815716,227502,1995-11-19,2008-08-30,18
47032820,50975,1987-03-06,2018-11-08,33
91152319,860389,2013-11-02,2021-11-01,4
92336813,976392,1987-06-25,1987-08-18,38
15851143,792367,1971-01-12,1998-06-23,26
60294291,137246,1986-04-13,1990-05-19,40
94915534,72698,1974-07-03,1999-03-09,40
17393984,763101,2005-11-28,2018-07-16,39
18958477,500205,1994-04-13,2020-09-11,13
61079079,179840,2012-05-29,2021-01-04,4
81927343,426699,2008-05-05,2012-09-30,10
65997057,23010,1972-12-23,2023-06-12,29
10568904,291751,1985-04-07,1991-10-03,33
19397441,479033,2009-09-26,2017-03-15,31
27717061,110705,1986-05-28,2012-03-14,7
60404692,370404,1981-01-15,2016-03-07,24
51248185,499621,2016-11-13,2022-02-01,26
76793480,53362,1992-01-19,2010-04-12,5
88373580,138230,1973-10-11,1994-03-22,32
57766171,603546,2010-06-23,2011-10-13,14
83050795,475645,2018-08-17,2020-11-24,28
90795622,319107,1999-05-09,2022-11-22,36
55065457,617879,1970-01-05,2016-11-09,24
86974744,836751,1970-09-11,1976-02-26,24
70681268,451190,2011-02-10,2016-08-02,32
42164588,343294,1994-08-09,2020-11-08,9
62758072,609236,2004-08-20,2018-04-22,31
1493721,593063,1985-10-22,2010-12-30,4
74579168,759766,2009-03-25,2022-07-11,7
85286353,796901,2010-11-28,2019-09-17,39
95033766,642693,1997-06-11,2011-08-30,15
54325464,857294,1999-06-03,2009-03-25,23
752490,827187,2005-05-11,2007-11-22,39
53646344,464977,1999-08-29,2017-09-03,39
19646038,127525,2000-09-14,2024-01-17,8
97689178,414711,1979-06-27,1985-01-29,38
98112356,828081,2004-08-28,2023-05-05,35
33040541,423602,2004-08-11,2019-03-26,25
17394730,869242,1996-08-30,1997-04-23,12
8462944,379167,1991-01-16,1998-07-26,20
72673654,552039,2004-02-26,2018-09-17,13
19311273,134040,1972-02-25,1997-08-30,24
70006201,783808,2008-03-07,2009-07-28,13
34522625,899198,1999-12-13,2006-07-12,30
5204676,898943,2001-04-10,2023-10-19,11
29326894,310672,1996-08-26,2004-11-11,40
28452388,79811,2024-06-22,2024-06-29,24
78965075,690839,1978-04-06,1979-07-03,4
50992410,127612,2008-05-12,2022-04-19,40
91974390,320987,1988-04-06,2013-07-27,20
42113953,381689,2004-11-04,2005-12-13,5
41697412,420248,2009-10-05,2012-07-05,5
44561450,44360,1970-09-29,2003-08-06,5
38581897,561793,2000-04-08,2022-06-03,18
94272744,543211,2009-10-28,2015-05-11,18
66287672,374407,2017-02-02,2021-12-15,36
90388612,210803,2010-01-20,2021-09-23,4
98640651,475152,2003-02-22,2013-02-02,8
86959659,317972,2011-03-20,2017-06-09,34
82831819,372060,2011-09-28,2018-04-15,17
75350941,173107,1998-07-09,2003-09-19,37
56605809,207608,1981-03-23,2002-07-26,36
43134425,685243,1979-07-26,2017-05-26,37
99323509,811545,1993-01-01,1993-05-27,40
81576187,439895,1983-09-23,1987-02-08,34
35115906,912598,2006-09-02,2017-10-28,2
