investigacion,area_principal,categoria,institucion
782267,majority,room,6386402125125
460349,few,staff,4148047160253
533904,lot,structure,2317415222756
435096,nothing,involve,2139973190669
881054,clearly,table,5406680223045
363959,recent,your,2057350898118
392126,particular,sound,1976857243580
199582,candidate,know,6362264647687
333273,imagine,especially,2890319932617
414162,court,site,5735174811183
209881,medical,cover,3322543742649
70523,seat,evening,7919440081463
149626,own,true,1379166583210
519353,wall,hospital,5379691857904
672404,happy,realize,1830524569884
326471,Mrs,should,9410741082923
366162,financial,which,6207511111126
895936,yet,the,371775911982
314862,much,year,8633986197617
741779,structure,manager,6999967248551
931361,wide,try,3007319195740
717975,father,including,2397554523557
777176,before,which,6764624786644
411591,within,support,7680860560298
448671,similar,standard,9841714242838
278693,simple,however,4693101959921
788231,develop,skill,1544034324175
873755,adult,just,1762019900103
724959,sign,choice,8587130749182
447663,blood,most,353586925331
790143,involve,reveal,261610576408
946900,special,discover,6704365805441
982613,artist,question,3136069718772
459474,stage,heavy,6323361186425
138888,produce,education,7316801453585
291264,carry,opportunity,9203285760111
215512,floor,become,3800891877232
70305,foot,six,2488901336084
384096,detail,car,4454732443607
183432,carry,against,4723925077541
53480,would,world,3887691913768
605289,study,fact,4040172798358
280159,remember,suddenly,3367871503881
427915,natural,practice,655951847604
94229,forward,call,4908851725680
827590,structure,he,8244124703251
202873,imagine,responsibility,4698879536971
752371,actually,return,3334263616999
121698,put,firm,7460404064721
172158,themselves,admit,8332230520161
539284,return,return,1076966211140
441800,century,PM,8527355111039
211658,home,significant,2382360690134
803979,pick,question,4238418725075
425146,against,meet,9248366953727
64509,education,impact,8540466206372
493297,remain,most,8434784592293
796465,upon,we,1633297652269
438844,opportunity,too,7914535668499
773816,suggest,democratic,3937341964410
227760,it,TV,5468732824328
556744,event,ago,6327041346225
364601,think,vote,6746191487098
803493,week,decade,9881138059462
531871,every,woman,637290781693
491116,never,yeah,5663638902079
531221,mind,try,6889809081399
56730,word,face,9402804760922
400628,letter,room,5227349736785
421976,north,actually,7413970589323
394664,simply,cover,6092994056731
128731,arm,lead,6407513962319
321911,account,lawyer,9949048482508
559176,analysis,during,640190712851
478173,argue,class,2421798564830
251324,career,world,7912120543472
704054,way,room,5722257702080
2701,amount,but,4027633200963
54420,grow,conference,5751555908423
225059,through,student,559787801801
534827,increase,option,6404910543367
286406,approach,from,2409846950015
336620,sort,nation,4432465236634
588851,those,let,4712953889988
952378,old,his,6459907330284
190717,first,news,3058751212972
858449,fast,example,6008790230096
763615,hundred,environmental,1460027770163
166177,detail,firm,3814308770657
854465,long,marriage,2449020125323
330745,early,mouth,8095629663983
935652,middle,really,5078700287280
820718,rate,hair,9531108647888
259680,two,wife,8767086122156
388284,shake,away,5565226740318
831499,father,sound,8774785136828
437767,ago,home,3814748390089
852653,since,machine,1276334221273
506314,theory,throughout,911276540239
656018,billion,positive,4794610513058
541781,minute,whose,4489897187202
20406,past,action,6275564562966
698793,heart,world,9838075856798
13264,study,yes,9346306866717
86398,painting,price,2581630770767
501846,save,own,6835633793444
835173,throughout,really,8032376151473
257488,federal,stay,3934379579872
898761,institution,hand,3612436911010
840614,discussion,back,3557057856697
988701,discussion,network,555861757406
800613,however,clearly,1540808341205
569577,certain,remember,8648180257233
725013,author,manager,6662622625637
341326,modern,build,4654930479379
153486,some,pattern,5475070708009
734789,our,them,8663258079827
585504,through,interview,4219444921046
595226,fire,nature,6285856122412
962028,rate,resource,9006987538320
282444,public,current,6550837376899
509900,arrive,loss,5398084010261
722090,him,development,5933269310835
294557,suddenly,effect,1526664161575
885666,often,ok,9655570641427
458778,rest,bit,6270029156902
885169,soon,part,1571765798298
790785,conference,adult,9520981812619
638112,dinner,visit,102350019172
785360,the,available,7032554442593
128603,sister,into,8609358683476
499688,little,Democrat,4738073429627
119639,character,sign,6437151790430
994596,former,behind,3308927040042
26155,floor,buy,5878167784344
519127,data,young,8112348221957
155113,deal,late,4905713540688
488349,skill,fast,2627632738202
689274,six,sense,3769847728978
27691,require,movie,6286174248027
655784,meeting,particular,6103261109321
602930,approach,order,1926711137933
623061,strong,brother,7317942298322
277874,Republican,factor,7254764689686
693993,voice,end,4039252665088
897094,should,degree,3862385903387
414466,condition,prove,8400734204785
554069,manager,people,4397676610491
7987,operation,describe,6442468423982
326494,necessary,generation,692309613053
869246,these,may,4080152629220
140323,street,watch,2448028488151
465050,establish,his,2655113195264
102965,difference,really,9563650330425
707372,firm,fire,8299703090735
101035,television,action,3207891747624
287474,next,candidate,9541589982344
801482,chair,specific,6080652541873
604787,plan,your,246779840531
429841,camera,as,5954391404003
40244,simple,certainly,8033970444957
659412,structure,not,2567918574650
253322,would,several,5673261597539
311673,radio,pick,595956450695
625528,agency,very,3434868866582
998074,economic,trial,7833253143501
122228,run,major,7166400678407
869978,perform,its,2975190450264
165646,could,ever,1919562048621
856905,approach,management,1438278802179
802725,control,as,6250121197432
9156,commercial,quickly,1294947835430
117760,color,author,2640625430199
642708,develop,democratic,8147364574096
602056,board,practice,7322357531672
731636,born,right,7914334490203
359588,two,notice,3147905425342
362867,cut,quite,2049728610320
68194,federal,my,6170351884531
715265,yet,animal,2836684558309
283967,while,area,5126461188185
429272,age,instead,7767416088594
437465,before,southern,3583482575960
78604,value,member,2737903070685
675057,open,drug,2923673638598
418739,money,identify,2475139565724
783582,kid,free,5373167854135
428949,sometimes,Republican,7093367070095
281881,goal,keep,7478605124130
192942,two,agreement,6868988480734
477053,that,admit,1951394260083
722659,available,go,6682424217942
864515,measure,bit,1633363056253
848818,knowledge,impact,4042057318055
651834,majority,price,5622765931936
827717,and,health,1768882961180
795373,pressure,Democrat,3325181808855
244437,model,oil,3472153956192
155156,well,become,5837119135983
893296,specific,affect,1213262657400
447249,scientist,itself,342677011982
360470,actually,eat,2948065224600
642162,no,head,4053968311227
218764,theory,culture,8452878273920
764893,rule,trip,3880196518932
322987,million,dog,2967833548793
48246,serve,personal,7922242621466
627913,ask,check,9232322369275
744023,paper,give,4461748546295
64066,power,recognize,4981130369164
166838,sort,specific,4634856481427
901837,conference,do,5394164135328
661701,direction,hope,8767605041504
484654,visit,degree,6747550307847
848562,now,get,785862070226
925465,rock,school,1211212954371
13332,property,bed,6220737721264
602746,at,seven,293316062458
939211,meeting,report,3492779714445
374095,society,spend,4559468908279
424686,every,describe,5484150823035
716630,involve,baby,4645550633935
190213,treatment,strategy,2119480334821
225361,pass,detail,4758042881677
878994,sit,make,9187375497601
731888,team,a,6598991189287
228393,yourself,together,8113708222393
689325,throw,adult,6229887594980
254319,include,surface,4756724980552
995505,minute,building,5491623507942
660217,impact,you,8983958592131
397830,card,compare,1788018887268
813920,game,she,3217263950926
117857,move,real,2046488809668
217403,hotel,able,4999803816936
918662,poor,on,6424601614895
909770,rise,four,2014233088276
561054,modern,investment,7599592081577
797011,involve,floor,8489759386891
769571,author,kind,116834322291
601748,still,simple,2701405561212
500613,without,try,3131579373396
916594,too,idea,5091757050593
204516,few,discussion,5511293178467
113328,ten,central,9754974195172
346751,imagine,hospital,4338774989280
273211,will,hard,141943340053
645888,staff,upon,6381701754541
160401,rest,some,9235993825630
524297,number,budget,9265273468942
907106,nothing,source,5704564902631
330815,area,usually,6134581931653
683945,guess,very,4632068865665
157800,right,surface,6631244125580
345676,dream,use,7210980391351
190250,hospital,seem,4910640142893
349838,smile,only,6537962554781
884814,entire,phone,5662462517197
345520,model,fear,3644845616889
298057,full,well,7807141480133
450194,perhaps,film,8729125580105
961307,lay,seem,4885961025281
129877,someone,leg,5591743910751
794253,local,people,2389164933134
373487,establish,court,7033007168867
974792,west,town,9391739512497
876806,standard,leg,9654439991100
996590,space,dark,5152961339781
746275,over,training,938821556590
312385,arrive,tax,3415578701541
45384,at,beat,3252419744971
191678,section,consider,5694370512540
220870,her,how,1412081264790
713958,Congress,performance,8947124568197
134413,those,can,6832516145277
97737,fire,wide,1858965634016
664282,father,debate,5638360222046
567252,cut,thousand,5992259154992
3008,full,up,1793314480457
684383,attorney,especially,7569480488024
295622,yard,bad,9763516846173
89357,religious,recently,4279158495186
929558,run,seek,7680286173617
772103,you,quickly,6354323940098
192819,might,do,3764095196458
812455,result,good,9589892349548
729078,past,pattern,4259105167301
138230,least,line,1798542177171
862349,affect,candidate,2201028204034
159756,operation,manager,1186639097663
949056,no,successful,5333590605905
824324,heart,want,1873776040574
429180,management,particular,7764505574967
653075,people,election,6762295758272
568988,single,first,9584155070044
339394,agent,for,9825780698642
842660,will,world,1338040171123
354307,glass,experience,1403978193709
110103,air,trouble,964260776133
944095,our,its,9220173738851
39658,its,law,8684574997542
857482,option,open,1301626496126
189219,be,management,9459326529893
258853,send,tend,5386239269967
683705,throw,message,9952864673318
296589,environmental,forget,5691217175015
699908,break,available,9782335342356
