cuit,ActividadPrincipal,tipo
4158833741069,Local government officer,SRL
515304397249,Civil Service fast streamer,SA
8166070004550,Veterinary surgeon,SAS
3371541382569,Sports coach,SA
7596018016421,Toxicologist,SAS
5330909889406,Restaurant manager,SA
7809844484381,Manufacturing systems engineer,SRL
547406002518,Analytical chemist,SA
4210731426998,Radio producer,SAS
6545188573547,Hotel manager,SRL
9382308748369,"Production assistant, television",SA
7385579171995,Medical illustrator,SA
4093912285173,Sports therapist,SRL
3196840788353,"Nurse, children's",SAS
1781999519094,Television/film/video producer,SAS
5442943819735,Fast food restaurant manager,SA
5143175700128,"Lecturer, further education",SA
6655029284309,Sports coach,SA
4957809902315,Broadcast journalist,SAS
5793349802367,Investment analyst,SAS
423634166779,Passenger transport manager,SA
8376947167328,"Horticulturist, amenity",SA
856269339687,Freight forwarder,SRL
3262688028536,"Engineer, water",SAS
5448553379275,Chartered legal executive (England and Wales),SAS
5708175964126,Personal assistant,SAS
1910384487359,"Social research officer, government",SA
5654865544532,"Engineer, materials",SA
1077913035602,"Surveyor, insurance",SA
2711495888386,"Scientist, research (life sciences)",SA
745770503250,"Psychotherapist, child",SRL
7037802502298,"Investment banker, operational",SRL
2559765011147,Catering manager,SRL
8105771899674,Science writer,SAS
3838065968567,Camera operator,SA
2547424367323,Television production assistant,SAS
3775918848537,"Buyer, industrial",SA
2313011171877,Health and safety adviser,SA
3185013637066,Fine artist,SAS
1132861321511,Animal technologist,SAS
3911824416954,"Education officer, museum",SRL
6874193342510,Forensic scientist,SAS
8586544863342,Race relations officer,SRL
8308643329773,Higher education lecturer,SA
8260963365752,"Designer, exhibition/display",SA
4814852240214,Air broker,SAS
6296088696565,"Nurse, adult",SAS
4431187815177,Arts administrator,SRL
9506119171362,"Surveyor, building",SRL
155851224635,Product/process development scientist,SAS
1311931369561,Hydrogeologist,SRL
1331119374927,Arts development officer,SA
8758340938831,English as a foreign language teacher,SRL
5873007513037,"Surveyor, building",SAS
1710635657107,General practice doctor,SA
6736713138486,Call centre manager,SA
4397134656186,Forensic psychologist,SA
9902000106010,Art gallery manager,SAS
2359921332460,Technical brewer,SAS
8065318960711,"Psychotherapist, child",SAS
1622122899733,Aeronautical engineer,SRL
3893315630276,Oceanographer,SA
1349455753196,Careers information officer,SRL
5652379110447,Armed forces technical officer,SA
4576051466781,Medical physicist,SRL
6262311843864,"Engineer, energy",SA
8903125189746,"Therapist, nutritional",SRL
4594639465593,Chartered public finance accountant,SA
235468422397,Physiological scientist,SRL
4114758957878,Commercial horticulturist,SA
6687282283865,Sales executive,SRL
7538938588639,Product designer,SAS
9128356695895,Osteopath,SRL
1579021866788,"Teacher, early years/pre",SA
5815625139532,Rural practice surveyor,SA
2826585723070,Planning and development surveyor,SA
375065084150,"Engineer, structural",SAS
7217798438760,"Programme researcher, broadcasting/film/video",SRL
1159311003756,Clinical biochemist,SAS
5493631106624,Catering manager,SRL
9531248263188,Software engineer,SA
4376846129220,"Presenter, broadcasting",SA
1884621825688,Ceramics designer,SA
2538510174855,Telecommunications researcher,SA
1602704100508,Immunologist,SA
5341626679892,Colour technologist,SRL
7251422156018,"Engineer, agricultural",SRL
7722930751576,IT consultant,SRL
876467077871,Publishing copy,SA
6558211164295,"Surveyor, hydrographic",SAS
7799204731369,Mudlogger,SRL
366482776818,Television camera operator,SAS
9016120337116,"Editor, magazine features",SRL
3298749430616,Community education officer,SAS
4303888765797,Architectural technologist,SAS
7277501065496,"Physicist, medical",SA
3168527574484,Logistics and distribution manager,SRL
7152922704518,"Nurse, children's",SRL
1773598190324,Proofreader,SA
3864910402303,"Doctor, general practice",SA
6503234322318,Heritage manager,SAS
808888844412,Operations geologist,SRL
7263955939276,Forensic psychologist,SAS
6177567174279,Multimedia specialist,SRL
6920775370002,"Teacher, early years/pre",SRL
1469539213184,Video editor,SAS
515304397249,Advice worker,SA
1203477910424,Electronics engineer,SRL
7538938588639,IT trainer,SA
5683906240945,Lexicographer,SA
5804823601437,Field trials officer,SAS
5200392547233,"Nurse, adult",SAS
1403978193709,Health and safety adviser,SRL
7514400348753,Aid worker,SAS
3893315630276,Adult nurse,SA
2320553286282,"Chemist, analytical",SA
9373208666337,Audiological scientist,SRL
9789244401800,"Psychologist, prison and probation services",SA
7107447201949,Communications engineer,SAS
954879817037,Graphic designer,SA
5654865544532,Investment analyst,SAS
9607829467125,Plant breeder/geneticist,SRL
8503985372353,"Conservator, museum/gallery",SA
9539077719176,Adult nurse,SA
784371482390,Clinical cytogeneticist,SRL
8302389159749,Sports therapist,SRL
602951059411,English as a foreign language teacher,SRL
5703159188914,Toxicologist,SRL
4374032294540,Camera operator,SAS
5065500029759,Health service manager,SA
7867595592585,"Psychologist, educational",SRL
6865281012057,Quality manager,SRL
7645148693256,Fish farm manager,SA
9746491128394,Environmental education officer,SRL
2685449714282,Immigration officer,SA
9253433810957,General practice doctor,SA
292748038700,Civil Service administrator,SA
1613637776404,Biomedical engineer,SA
2556763826006,"Scientist, research (maths)",SAS
604535456766,Diplomatic Services operational officer,SAS
6941110780771,Chief Marketing Officer,SAS
1390700674004,Passenger transport manager,SA
8913643964864,"Conservator, museum/gallery",SAS
9972451712263,Trading standards officer,SAS
7060688407760,Make,SA
4906305824863,Leisure centre manager,SA
1124860283507,Podiatrist,SA
1179345366748,Geoscientist,SRL
5748990682819,Futures trader,SA
8711721318818,"Therapist, art",SAS
4770375983657,Physiotherapist,SA
4223295178299,Communications engineer,SRL
5792665318266,Technical brewer,SAS
9524410891426,Land/geomatics surveyor,SRL
1557549632210,English as a second language teacher,SA
4461748546295,"Accountant, chartered public finance",SRL
2219214608422,Product designer,SAS
7783110512371,IT technical support officer,SAS
7926354603111,Land,SAS
6476889973293,"Surveyor, rural practice",SAS
2394073150865,"Journalist, broadcasting",SA
3694415523526,Air broker,SA
5898412381564,"Investment banker, operational",SAS
4367570662825,"Producer, radio",SRL
9307469359185,Special effects artist,SA
1303289400605,Chief Marketing Officer,SA
2949066587675,Product/process development scientist,SA
7754962245446,Neurosurgeon,SAS
370974790860,Broadcast engineer,SAS
4614172898391,Planning and development surveyor,SRL
6848824201238,"Pilot, airline",SRL
637038572322,"Embryologist, clinical",SA
7459589732715,Sport and exercise psychologist,SRL
8341965968300,Health and safety inspector,SA
7799252681527,"Embryologist, clinical",SAS
7010303543951,Advertising art director,SAS
4412941047498,Community pharmacist,SA
517236247976,Tree surgeon,SA
6977886799909,Product designer,SA
7831495656140,Radio broadcast assistant,SAS
3384198199150,Youth worker,SRL
679315218464,"Sound technician, broadcasting/film/video",SRL
9232322369275,"Merchandiser, retail",SAS
1029912230142,Accommodation manager,SAS
5540240135539,Publishing rights manager,SRL
1111717218751,"Scientist, audiological",SAS
7171886207746,"Scientist, research (maths)",SAS
483883029697,Warehouse manager,SA
2869608272269,Careers information officer,SAS
5706586954475,"Librarian, public",SA
2799652776297,Site engineer,SRL
2757316499398,"Designer, ceramics/pottery",SRL
6687845186178,Commercial horticulturist,SAS
3799627577468,Sports coach,SRL
9930612773603,"Engineer, control and instrumentation",SA
330774299720,"Surveyor, minerals",SRL
5275985567633,Paediatric nurse,SRL
1556948821593,Illustrator,SRL
598980596097,Analytical chemist,SRL
4513532295258,Sports therapist,SRL
3162433043781,"Engineer, civil (contracting)",SAS
63076461736,"Geologist, wellsite",SRL
9258607616537,"Producer, television/film/video",SA
4777980496847,Minerals surveyor,SRL
5468676744488,"Designer, multimedia",SRL
8072920888950,Music therapist,SA
6129370425831,Further education lecturer,SAS
6722586681033,"Surveyor, insurance",SA
2848845498587,"Engineer, manufacturing",SAS
8845968801996,"Accountant, chartered",SRL
3094758953617,Theatre director,SAS
1275374703000,"Lighting technician, broadcasting/film/video",SA
6407660980593,Sports therapist,SAS
6374741928428,Customer service manager,SAS
73794859399,Television camera operator,SA
4287189590990,"Teacher, early years/pre",SA
2935762260028,"Pilot, airline",SRL
8509766142281,"Optician, dispensing",SAS
4068057415948,"Surveyor, minerals",SRL
7884432028753,Press sub,SAS
5784952267905,"Surveyor, building",SRL
3540843112288,Insurance underwriter,SAS
9245787771110,Museum/gallery conservator,SA
6841271007946,Passenger transport manager,SRL
8688519092332,Commissioning editor,SRL
6987044087640,"Physicist, medical",SRL
5095291700681,Land,SAS
632018368415,Bonds trader,SAS
933212143559,Jewellery designer,SAS
2645319760378,Passenger transport manager,SA
5984326959977,Administrator,SRL
2979471616722,Pension scheme manager,SAS
6564454594058,Ergonomist,SA
8364884389526,Midwife,SA
98077508680,Health physicist,SRL
4225254843265,Production manager,SRL
7063870621249,"Surveyor, insurance",SRL
1742995417148,Pension scheme manager,SAS
5826097914057,Games developer,SRL
1118165730105,"Engineer, chemical",SAS
2107998191172,Control and instrumentation engineer,SA
6971018084189,Public house manager,SA
743136125700,"Merchandiser, retail",SAS
1482222439016,Public house manager,SRL
7530101206155,Community education officer,SA
2379852154154,"Therapist, speech and language",SAS
1504404799661,Dispensing optician,SA
5912891924011,Broadcast presenter,SAS
8513221451476,Energy manager,SA
4975902944902,"Engineer, building services",SAS
250496533661,Energy manager,SAS
3473592654030,Regulatory affairs officer,SA
2216176723611,Archivist,SA
9444334648883,Acupuncturist,SA
5286449541782,Patent attorney,SA
7736206923717,Sport and exercise psychologist,SRL
4524507407371,Fisheries officer,SRL
6608848942057,Food technologist,SAS
2681634472896,Chartered accountant,SAS
5545649964038,"Education officer, museum",SA
4830289223695,Product manager,SRL
4973077171824,Telecommunications researcher,SAS
2824733542177,Sports administrator,SAS
8807944167363,"Therapist, speech and language",SRL
6931268891642,"Surveyor, mining",SRL
6341349101587,Horticultural consultant,SA
8876607528637,Medical technical officer,SAS
9874358101757,Advice worker,SAS
4809032401953,Armed forces technical officer,SAS
8693117209908,Clinical biochemist,SRL
5529904010705,Community arts worker,SRL
3739930506093,Metallurgist,SRL
9977225417677,Public affairs consultant,SRL
8985302846839,Mechanical engineer,SA
6245580717448,Animator,SAS
3539654771191,"Designer, exhibition/display",SA
1823763180792,Sports development officer,SAS
8195114080068,Theatre director,SAS
9736885560980,Animal technologist,SAS
4945400809277,Colour technologist,SRL
2547422364147,Water quality scientist,SAS
3521254741066,Animal nutritionist,SAS
1469539213184,Insurance claims handler,SRL
2282947408018,Energy engineer,SRL
2805129673475,"Conservation officer, nature",SRL
3698915829899,Chartered public finance accountant,SAS
7559288790050,"Engineer, petroleum",SRL
5586434830074,Textile designer,SRL
3381286595613,"Editor, magazine features",SA
3889597950123,Communications engineer,SA
6795491042169,Food technologist,SAS
4726520832992,Patent attorney,SRL
8420565994950,Optometrist,SA
5722764688246,"Editor, magazine features",SA
8111014772819,Curator,SRL
1589028347199,"Conservation officer, historic buildings",SA
2231597341940,Translator,SA
9018676019863,Field seismologist,SAS
2486389693186,"Buyer, retail",SA
6080883451484,Medical sales representative,SAS
7517400485037,"Programmer, applications",SAS
5123241069292,Glass blower/designer,SRL
3282118595536,Systems developer,SA
1539386036371,Manufacturing systems engineer,SA
3431876805243,Advertising account planner,SRL
4630917303575,Youth worker,SA
5595498762353,Ergonomist,SRL
4867177727918,Armed forces training and education officer,SRL
7474751189077,Bonds trader,SA
2963012268868,Probation officer,SAS
9877149026383,Training and development officer,SRL
2930671949187,Air cabin crew,SA
3319342213983,"Education officer, museum",SA
7582319781047,Chiropractor,SRL
1316096425417,Volunteer coordinator,SAS
500000408139,Sport and exercise psychologist,SA
4214640591569,General practice doctor,SA
6685893678286,Event organiser,SA
1363893783889,Politician's assistant,SA
1769778393358,Waste management officer,SRL
657364016478,"Teacher, early years/pre",SAS
9064407229500,Control and instrumentation engineer,SA
2373609874281,Radiation protection practitioner,SRL
1351753194524,Educational psychologist,SRL
8861618507876,"Investment banker, corporate",SA
6139583261837,Glass blower/designer,SAS
5714366155509,Personnel officer,SRL
2785264802658,Dancer,SRL
530947344453,Psychotherapist,SA
9525326009703,"Surveyor, building",SAS
3841372161221,Market researcher,SAS
3083396442038,Economist,SAS
3080454690843,Air broker,SRL
1414064245403,"Surveyor, building control",SA
7900681211742,Photographer,SA
361774157619,Futures trader,SAS
6191411754902,Radiation protection practitioner,SA
