curso_Conf,legajo,desde,hasta
picture,93325579,2000-07-03,2006-03-24
sound,72259131,2008-12-16,2019-11-30
serve,15409902,2006-11-22,2023-06-21
lead,75671054,2001-09-04,2015-10-15
positive,8262115,2016-03-07,2018-02-14
allow,77855581,2016-08-21,2023-01-25
talk,47774376,1984-01-05,2023-05-16
strategy,32543154,1973-04-07,1994-05-22
own,4426916,1980-01-21,2015-11-12
she,52518028,1983-06-05,2009-07-26
customer,60217139,1980-04-10,1995-07-05
rule,85015016,1983-11-13,2008-03-17
particularly,65906069,1982-12-14,1992-03-14
up,57268804,1986-02-20,1988-02-25
peace,57145478,1995-09-10,2002-09-08
friend,93640128,2018-12-07,2020-08-14
rise,68145776,2009-08-09,2021-10-29
who,50673177,2003-09-27,2010-03-08
no,69722246,1993-06-22,2021-05-20
third,74615525,2009-05-09,2023-03-31
maybe,89252019,2013-03-31,2019-10-02
case,84042904,2005-08-12,2018-07-15
him,72476621,1972-08-09,2008-02-14
little,11556366,1983-10-19,1994-09-30
during,13649405,1979-06-06,2024-02-05
thus,87141376,2001-09-27,2006-07-21
option,14950657,2006-07-18,2013-10-15
suddenly,93403557,2006-03-12,2018-02-19
medical,67938142,1987-12-01,2017-12-08
successful,11469749,2016-03-11,2016-10-23
stuff,40673453,1999-01-12,2003-11-25
amount,87496893,1984-10-06,2003-06-07
carry,33248857,1992-10-29,2000-01-04
black,70814996,2017-10-08,2023-03-06
population,4708710,2004-11-26,2013-08-11
very,22009491,1981-02-11,1997-12-28
art,40131839,2003-07-20,2018-09-05
long,33745295,2012-10-04,2020-12-28
media,34465485,2003-01-23,2008-04-15
occur,58801276,1975-08-06,2014-09-05
present,33914783,1979-11-25,1990-06-03
father,8011423,1999-07-27,2001-06-26
paper,18042782,1979-04-15,1985-05-14
total,99401537,1987-07-28,2015-05-14
arrive,57899646,1985-03-11,1991-05-20
within,22109456,2000-09-06,2019-05-27
nice,30575403,1975-05-16,1982-10-14
let,93259105,2023-11-29,2024-01-03
rate,92652089,2017-01-16,2020-10-11
soon,82131380,2019-01-14,2020-12-05
use,78476801,1976-12-16,2015-09-22
continue,27331965,2015-07-04,2016-11-22
this,79056288,1988-02-14,2018-08-31
across,55569721,2006-01-14,2011-09-04
after,98925297,1984-02-02,2023-07-03
reason,43715079,1975-09-17,1998-09-16
study,18519660,1992-01-15,2018-02-25
staff,91176568,2018-02-12,2023-06-05
west,86679541,1987-09-02,1988-02-10
scientist,41007443,1986-07-18,2011-05-31
exist,67879877,1991-10-20,2003-05-03
similar,8449603,2004-11-24,2007-11-15
nation,53764329,2023-04-05,2023-09-24
tree,13485934,1999-06-18,2022-07-12
rest,86602260,1993-12-26,1996-10-12
field,41074781,2011-12-29,2020-05-13
city,58691088,1998-11-08,1998-11-21
ten,83123164,2006-09-30,2022-01-19
table,58019540,1982-07-05,2023-11-05
laugh,4417004,1981-01-08,2023-11-04
close,49887537,2010-05-19,2020-09-23
military,35110198,1985-10-31,2008-12-02
act,93586409,1982-02-15,2009-12-31
attack,21055887,2021-05-31,2022-07-03
man,39947546,1996-12-26,2004-11-27
main,29561027,2000-08-18,2011-07-08
early,27687118,1996-10-04,2021-02-04
end,56777612,2019-12-01,2024-07-01
suggest,41600871,2023-12-20,2024-01-23
source,48622858,1990-05-20,2003-01-04
appear,12374517,1995-01-31,2017-05-08
song,35134940,1982-08-04,1986-06-17
idea,69042890,1997-02-27,2002-01-05
section,26033144,2001-08-12,2010-10-31
fear,17205875,2000-01-07,2002-02-21
both,72493988,1987-12-12,2006-01-21
west,31633308,2013-01-04,2022-10-11
your,77662100,1988-10-23,1990-05-11
least,54802271,2018-12-22,2019-09-29
yard,8104008,1999-11-05,2021-06-01
land,25933994,2011-12-09,2023-11-22
eat,61836498,2012-02-13,2012-09-25
minute,91334759,1976-11-14,1978-11-20
rock,9756421,1992-02-12,2010-06-07
he,70119822,1978-02-02,2018-09-02
opportunity,36941969,1999-01-06,2001-08-19
time,90828645,1994-11-15,2015-01-06
provide,20735147,1989-08-24,2007-10-30
remember,62855762,2011-05-19,2022-11-17
military,39574702,1980-08-24,1985-06-17
media,49495356,2012-09-20,2017-02-09
anyone,87856539,2000-02-15,2016-10-02
sort,50455251,2006-09-04,2020-11-23
heavy,75907306,2019-04-26,2021-03-08
contain,59525158,1976-12-17,1978-03-18
new,11305925,1989-11-07,2006-09-08
staff,70440920,2008-08-16,2014-02-26
little,74737450,1977-08-12,1988-09-15
speech,63892759,1986-02-08,2014-06-24
situation,99582008,1984-11-18,2022-02-16
population,81751119,1999-11-05,2021-01-26
though,69447519,1972-02-06,1998-01-24
employee,54003879,1970-08-28,2002-05-15
edge,87254452,1983-05-24,2019-09-28
commercial,88947485,1999-01-23,2015-10-25
bad,53014535,1971-07-19,1998-06-02
billion,16418746,2021-06-16,2023-06-06
TV,33489136,2007-12-11,2023-11-18
leave,227031,2001-12-14,2015-10-31
cost,22662932,1970-07-06,1982-11-11
control,10652599,2018-06-28,2019-08-08
rest,29107786,2004-08-15,2020-07-28
though,15228823,2012-01-29,2015-02-05
affect,49406752,2023-04-03,2023-12-25
represent,35550337,1982-12-22,1993-01-07
pass,19531022,1994-09-19,2019-04-07
window,28296777,2024-05-24,2024-06-28
type,58872916,1991-03-19,2002-04-22
very,10399666,2013-08-07,2017-04-01
suggest,96098899,1978-10-19,1980-10-05
however,95907694,2016-07-29,2023-10-20
recognize,88745429,1977-11-25,2022-03-18
person,53439034,2000-02-28,2003-10-03
than,80346415,2010-01-04,2020-06-18
want,59771982,1987-06-12,1988-02-08
traditional,96129075,1999-07-11,2020-06-19
down,12359194,2021-05-19,2021-05-31
what,79944760,2007-12-07,2013-03-04
listen,47575234,1975-08-15,1994-10-12
about,37658679,2011-05-18,2012-07-30
very,51054058,2008-06-03,2011-04-06
down,21377884,2006-11-27,2015-12-09
then,51832342,1991-05-21,1995-10-07
themselves,49221363,1975-07-04,1987-09-27
film,51565824,1981-01-08,2007-07-26
speech,7335953,1981-05-18,2003-02-06
course,37569655,2019-11-07,2023-03-06
town,76015382,2003-12-20,2009-11-02
training,88910084,2001-05-16,2003-07-18
able,68253328,1992-02-07,2014-02-22
hand,61568390,2008-04-26,2023-08-23
throughout,66854466,2022-02-02,2023-10-31
activity,82414641,1987-09-17,1990-12-17
cause,77273338,1989-12-28,2005-07-08
toward,7639423,1996-11-03,2015-04-08
type,74861597,1997-12-08,2012-08-18
both,63857190,2006-11-30,2007-12-25
number,35863301,1976-08-01,1981-04-16
forget,33209944,1990-06-21,2018-07-15
media,9710836,1973-06-12,1974-01-20
us,45036774,2016-07-08,2019-05-31
style,3998225,1996-01-22,1996-06-27
production,88751664,2009-11-18,2023-04-22
artist,4312751,2019-08-09,2023-05-25
sign,63773310,1995-10-27,2009-06-14
usually,43509791,1999-12-14,2011-11-07
science,28154195,2022-12-09,2023-06-04
full,17864944,2010-06-28,2017-08-19
above,76803512,1970-07-16,2011-01-10
total,12800344,1977-02-21,1979-08-12
plan,31451776,1983-09-27,2020-09-06
dark,46537729,2023-06-14,2023-08-21
dog,9118765,2022-04-21,2022-04-29
themselves,73467454,1979-06-13,2000-03-01
rule,68445088,1984-07-06,1993-04-01
right,8687937,1975-08-07,1977-06-04
government,698427,1982-04-29,1985-02-20
two,93905637,2014-03-05,2017-02-03
total,75862065,1978-09-08,2024-05-20
set,53181787,2022-08-08,2024-04-22
occur,10962867,2000-07-07,2014-06-05
operation,9368059,1979-11-28,1999-02-10
international,92692363,1974-04-05,2006-06-02
three,71870665,1980-07-23,1983-08-11
age,26033534,1991-08-24,1995-05-17
kitchen,61343623,1980-09-29,2015-02-21
wrong,79806194,1973-03-10,2004-05-14
rate,6849731,2005-05-07,2024-04-25
chair,6483306,1981-10-03,2013-11-27
perhaps,39137190,1994-10-13,2001-02-06
pick,18436284,1987-03-31,1998-07-16
poor,12297984,2002-08-05,2011-12-18
customer,14979354,2007-07-21,2015-09-05
while,93454987,1982-05-07,2005-11-04
final,49599775,2015-12-26,2020-05-02
power,61892791,2008-01-17,2008-04-28
stage,5713394,1996-06-21,1997-08-04
finish,50097616,2009-02-14,2020-08-20
fact,35776355,1997-08-10,1999-04-15
successful,23675271,1978-01-14,1991-09-03
walk,20399370,1996-07-25,2020-05-08
science,73134716,2014-10-21,2017-03-23
environmental,8029934,2012-08-27,2015-03-12
tough,88032746,1998-05-10,2002-10-27
week,68125529,2008-05-12,2009-01-07
whether,58108498,2005-08-30,2010-03-08
step,45193794,1993-10-02,2014-01-23
store,58971790,1999-04-13,2017-12-01
consumer,86964716,1981-02-26,1997-08-01
career,55041279,1972-07-24,2006-08-29
face,1413316,2021-02-06,2023-08-08
per,94920815,1973-07-27,1994-09-15
provide,34330112,2011-11-25,2024-03-01
answer,36261515,2007-03-07,2024-06-01
hour,55861946,2021-11-13,2022-04-02
memory,91665629,2002-11-24,2017-08-19
financial,65507129,1987-10-02,2021-11-21
himself,69636822,1994-11-02,2023-08-14
half,72944322,1974-06-08,2019-02-23
evening,19095325,2022-09-10,2023-10-04
letter,59089726,1994-08-28,1995-08-27
fill,47770702,1972-10-21,2008-09-12
federal,60696111,1981-01-24,2020-04-24
per,11694877,2001-01-09,2016-03-05
which,1597121,2010-04-08,2011-07-23
quality,55121218,1980-01-28,1980-07-25
suggest,31924077,1977-12-20,2015-01-05
answer,81116367,1974-09-14,1990-01-13
professor,74312347,2002-12-27,2016-06-05
bed,93891749,1973-11-12,2017-07-25
young,73794126,1983-06-15,1997-05-12
shoulder,49673173,2017-01-07,2022-07-05
economic,77534396,2018-01-23,2022-06-30
film,65580424,1998-05-14,2008-07-07
hard,4229401,1973-08-23,1995-07-27
protect,69846201,1996-06-17,2014-03-25
develop,53920445,1970-01-19,1991-08-23
opportunity,92021864,1992-03-16,2011-11-05
wish,34698656,2017-12-22,2020-04-27
many,68634640,1992-12-12,1996-11-08
serve,93369701,1988-07-07,1991-07-10
have,66335764,2023-06-24,2023-09-24
born,56439096,1979-10-02,2006-06-18
machine,41537471,2022-05-14,2023-10-16
hour,95920309,1983-06-15,2018-11-09
buy,27550153,2004-08-07,2016-09-20
without,36992214,2020-04-24,2021-12-28
home,58305453,2007-04-01,2011-01-02
site,62419257,1977-05-21,2006-05-13
girl,84422550,1970-06-18,2004-09-10
party,15209848,1993-04-22,1998-10-24
race,37896295,1995-07-14,2020-11-02
record,87877443,1999-01-26,2012-03-27
happy,69310615,2009-06-10,2012-02-05
over,51083459,2006-06-27,2013-07-22
east,2349539,2001-03-27,2015-08-20
on,74006644,2010-04-13,2012-07-29
drive,34981656,2018-02-28,2019-02-20
school,57445375,2010-11-27,2013-08-12
interesting,77172237,2009-07-27,2022-04-27
source,11048730,1981-03-22,1982-02-01
same,88910084,2008-02-20,2009-03-17
head,94486800,2017-01-06,2021-09-02
friend,19518996,1989-01-31,1992-07-03
personal,97287407,2011-09-19,2018-08-17
change,86804282,1996-03-28,2007-03-26
reach,83847329,2024-05-12,2024-07-02
actually,3891019,1974-08-08,1996-06-03
choice,73993222,1972-01-20,2011-01-14
example,4865186,2003-07-24,2010-12-04
fine,63836282,2014-10-13,2018-02-26
cover,54779483,2015-04-30,2016-11-18
whom,10179906,2023-09-21,2024-06-30
dark,77350587,1999-04-05,2005-10-24
raise,67102062,1992-10-29,2022-11-07
claim,12875920,2011-06-03,2018-06-01
nation,14176075,1992-10-17,1996-02-10
system,51456553,1999-12-07,2006-05-11
service,31470165,2009-08-12,2020-09-01
quality,24587234,1992-09-24,2019-10-29
chance,94713973,2019-12-06,2023-07-26
part,26224383,2017-03-30,2020-01-17
save,5112197,1970-07-12,2005-09-16
police,71641434,1970-11-14,2021-07-12
manage,44643593,1991-09-07,1995-07-15
entire,7055853,2003-09-02,2024-03-24
able,37015468,1970-08-20,2021-11-24
no,164675,2003-05-20,2018-11-15
despite,75378560,1983-03-02,2017-07-30
fire,42345872,2014-12-25,2016-09-22
big,4616762,1997-12-30,2000-06-03
pressure,96635186,1984-08-29,2022-10-22
organization,4128582,2003-08-19,2023-07-20
physical,19707980,2002-12-30,2020-04-02
so,79594529,1999-11-29,2012-01-12
part,87974619,1991-12-12,2017-07-07
mind,6583429,2016-11-30,2020-01-16
likely,54401513,2023-07-02,2024-01-28
happy,7984836,1991-06-11,2003-07-05
free,88571063,1999-12-21,2014-03-19
network,51317922,1997-12-06,2007-10-05
all,33719790,2006-05-29,2019-07-05
central,33906677,2016-11-28,2022-04-19
we,59726162,1989-01-08,2015-04-20
require,27417391,2005-06-02,2009-12-25
discover,12373714,1993-01-03,2002-05-31
subject,22083045,1990-04-15,2014-12-08
first,59771982,2012-02-13,2017-09-18
simply,5731444,1984-10-02,2017-12-07
so,31077603,1975-07-26,2001-07-22
financial,60562656,1997-11-25,2012-07-08
together,84788779,2010-06-29,2016-11-17
able,69518282,1981-10-15,1997-03-13
in,19091368,2003-10-27,2008-03-01
message,80863685,2019-03-15,2023-06-23
song,66912892,2013-07-14,2015-04-12
six,99592725,2008-10-22,2017-03-21
lot,8947591,1987-05-10,2005-01-20
certainly,38084959,1973-06-27,2015-12-19
trip,82676187,2004-01-12,2021-12-23
time,37810132,2006-10-04,2018-06-24
fly,91634118,2005-07-22,2005-12-11
bring,16403766,1980-07-01,2013-06-05
interview,87209125,1980-12-11,1983-06-07
likely,41629659,2000-10-30,2022-12-06
compare,33222264,1977-07-05,2008-06-30
structure,96245133,2023-09-09,2024-03-20
such,716210,1982-04-07,1988-10-24
not,30148056,1975-03-09,1983-11-18
soldier,84515773,2017-04-25,2023-06-14
home,30095694,1982-05-12,2004-04-20
against,96006513,1998-01-03,2013-12-19
tree,66199815,2020-08-11,2021-12-26
leave,46438726,1971-12-20,1978-09-04
should,56169134,1976-02-19,2011-12-31
notice,26112394,2021-09-21,2021-09-25
image,60993605,1977-02-11,2013-02-16
exactly,3326906,1975-10-13,2003-07-28
establish,75648931,1972-03-14,2019-09-17
successful,93767934,1982-04-18,2020-10-19
trial,15791893,1991-08-07,2021-11-18
particular,57515424,2012-10-24,2015-04-04
happen,85243493,2014-04-23,2020-08-05
hope,17282056,2008-03-25,2017-04-05
continue,69042890,2007-05-31,2020-03-01
west,48144440,2004-08-14,2018-04-28
level,4992379,2005-02-19,2022-11-30
dark,81299695,1985-01-04,1991-05-09
deal,84727501,1996-09-25,2003-10-13
possible,55288488,1986-06-10,1989-09-03
expert,58024197,1993-04-05,2012-10-19
source,11941487,1986-03-10,1993-08-30
stuff,53068772,1971-09-23,2014-12-04
already,74009106,2023-09-12,2024-07-04
necessary,74652855,2006-07-07,2017-04-28
behavior,59916710,2016-05-27,2016-06-22
own,18273033,1971-06-09,1984-10-14
goal,25866509,1982-06-01,1994-05-29
history,20688958,1979-12-10,2012-08-12
note,91338952,1996-07-21,2010-10-29
try,36955639,1974-04-02,1997-09-15
health,70253478,1997-04-24,2016-12-25
agency,24557793,1991-04-14,2024-06-19
why,63857190,1976-07-02,1982-03-04
human,94062053,2015-05-15,2023-04-20
industry,66054724,1973-01-06,2006-07-28
pretty,54500057,2017-08-20,2019-05-05
full,62739126,1981-02-08,2016-10-07
professor,67099086,2021-06-24,2022-04-01
low,6123691,2003-04-03,2012-09-24
woman,78535253,2009-01-30,2021-05-19
young,13001351,1984-10-23,2003-09-24
dinner,90626264,2015-12-09,2023-03-31
adult,79863187,1999-07-18,2015-11-19
business,11496451,1987-04-10,2023-10-26
painting,60519979,2023-11-04,2023-12-29
professor,4334995,1994-05-20,2009-02-17
add,20716876,1980-03-09,1985-03-20
money,92315976,2014-08-06,2016-02-01
painting,78286875,1974-06-07,2002-05-23
even,50548015,2008-01-08,2011-04-14
also,74319547,1985-03-02,2019-08-18
open,51424181,1971-05-07,2022-04-13
coach,17880471,1971-07-13,1982-09-19
economic,57057173,2007-01-16,2020-10-11
whether,40543752,1998-04-09,2003-03-17
doctor,95973071,1988-06-07,2018-07-10
treatment,14648265,1994-12-16,1998-08-11
issue,64234769,2015-11-11,2016-09-20
throw,74156997,1984-11-11,2011-09-01
age,56129112,1991-05-22,2003-05-07
by,82690333,1994-04-18,2014-07-10
eight,86885451,2015-07-09,2022-06-26
effort,52035452,2022-09-11,2023-03-15
sound,99170783,2017-01-11,2018-11-28
ok,75253309,2002-02-01,2009-11-14
wait,62041078,2020-10-21,2023-01-05
her,82055354,1976-04-19,1983-10-18
far,50626410,2021-05-19,2024-03-02
short,36788966,2021-01-19,2021-04-18
season,58946456,1985-08-01,2021-05-01
somebody,92760523,1975-04-22,1999-03-24
seek,98551794,1987-12-12,2007-05-10
garden,1931834,2014-12-17,2017-08-19
cold,97724381,2014-04-22,2018-06-11
perform,22427400,1998-08-13,2004-10-24
happy,25101091,2008-08-07,2014-04-27
exist,23065685,1990-06-18,2022-01-31
sell,38482227,2007-09-14,2013-12-01
international,32038238,2003-02-04,2024-01-11
your,29538646,2012-04-30,2014-06-19
likely,72362907,1978-10-15,2023-11-28
former,28318133,1972-12-30,1981-12-16
too,46733115,2003-03-18,2011-10-05
surface,67591868,1997-11-24,2011-10-10
just,71676836,2000-09-30,2022-12-21
good,98030561,1987-05-29,2013-03-14
community,93051569,2021-10-06,2021-11-19
describe,10031091,2009-03-13,2019-08-25
dog,7087527,1997-06-25,2001-02-08
project,48941206,1973-06-09,2011-08-12
prevent,43858855,2023-05-13,2023-11-09
choice,74355515,1995-05-25,2007-10-10
produce,23067078,2021-02-07,2024-05-11
leader,49396802,1981-11-11,1998-10-22
hundred,31257192,1992-03-10,2003-09-21
before,48589925,2023-02-16,2024-02-29
attack,85343817,1980-08-04,1980-12-26
specific,7444810,2013-01-17,2024-02-03
civil,85123613,2019-03-12,2019-08-18
mention,93351329,1976-04-05,1986-06-24
small,17177675,1997-01-06,2020-01-09
woman,74349869,2003-10-30,2018-03-02
fact,50663014,2023-10-25,2023-12-05
meet,21252214,2023-07-21,2023-09-27
scientist,2573750,1974-10-08,2018-06-28
social,52926288,2000-11-02,2001-07-26
as,66905694,1993-04-20,2015-05-19
letter,55564121,2009-05-31,2018-05-04
city,60077750,2014-11-15,2018-09-03
turn,57166794,1976-01-23,2008-09-13
meeting,84097463,2000-03-23,2004-09-28
today,29429969,1982-07-25,1984-01-13
structure,99632419,1987-08-11,2009-07-04
particularly,88224247,2016-05-25,2018-03-14
make,78921683,1978-07-24,1982-12-22
parent,96148435,2020-01-27,2021-07-13
check,22204540,2000-08-12,2016-08-15
prove,61128512,2015-01-07,2022-12-31
difference,40186247,1979-10-31,2012-02-26
serious,82575134,2017-07-04,2021-05-31
get,91056007,1984-11-16,2016-04-26
soon,81439764,1972-12-03,2003-10-14
ago,98574761,2017-04-06,2022-08-27
child,8022231,1986-05-14,2010-06-19
front,18466712,1972-03-29,1984-04-10
care,93809723,2015-09-27,2023-07-18
trade,80782584,2005-10-20,2022-07-17
professor,45727569,2017-10-22,2020-06-04
attention,35937379,1978-08-17,1981-10-31
would,70046784,2004-03-26,2020-09-12
study,76619335,1986-03-25,2005-05-16
soon,97224195,1982-05-27,1993-10-06
college,31550425,1971-05-01,2008-05-01
news,11350810,2014-06-09,2022-01-16
despite,23714315,2016-03-12,2017-08-30
might,2473372,2016-02-11,2016-02-20
order,24067269,2009-12-31,2021-06-19
personal,85828442,1973-06-12,2021-11-12
science,11695466,2015-02-09,2015-09-13
artist,77014378,2020-11-04,2023-08-02
late,75069050,2014-03-10,2015-10-06
executive,47440017,2020-01-20,2023-05-03
employee,70950527,2002-04-29,2009-10-20
sign,23871656,1996-04-08,2012-12-09
sometimes,62030251,2010-03-15,2016-06-01
nor,87800850,2001-12-10,2011-02-03
already,84461139,2018-12-17,2023-06-26
music,27211508,2007-02-16,2015-07-19
brother,99642768,1972-05-02,2008-04-09
letter,30913311,1997-11-26,2011-11-07
teach,17888908,2019-01-19,2022-07-28
particularly,4641200,1984-08-07,1999-03-01
total,10341632,2000-07-16,2005-05-20
away,7480860,2000-08-15,2014-04-27
certain,99972484,2003-04-13,2009-04-03
ready,18626361,1970-05-11,2016-12-16
little,58203525,2005-09-06,2009-07-15
visit,40817580,1976-09-11,2011-09-19
strong,11389285,2008-06-10,2019-11-25
hospital,39014645,1974-12-30,2001-04-30
marriage,33640738,2022-03-01,2023-07-03
the,77387345,2014-12-02,2015-05-30
physical,6082301,1979-05-21,2015-05-01
before,22680777,2022-12-07,2023-01-31
our,75478105,2023-05-05,2023-07-26
try,20017245,1978-06-04,2015-03-14
